Brand Name,Confusible,label
Essenscents,Zantol,u
Fixcure,Maxitron,u
Sitixime,Prixanep-500,u
Platikon,Irbenov-300,u
Tractoban,Genoxiclav,u
Neurophrine,Sildiaz,u
Asvimol,Docxol,u
OTOFLOX,Clonisaph-Inf,u
Asvimol,Gliflomet 500 + 5,u
Mepracid 40,Telminex-80,u
Geozit,Trenaxin,u
Saphmustin,Transderm-Nitro 5,u
Ibles,Folart,u
Amtacil,RegiCee,u
RegiCee,Bactezole,u
Kedar,Zyrova 20,u
Polynerv 1000,Cerin-250,u
Acetyphil,Anifer,u
Histakon,Profmax,u
Krijenta,Feravin,u
Emzart 80,Tigilyn,u
Hinuron-E,Monphevin,u
Decolgen,Drexabion,u
Pause 500,Amlobloc Duo,u
Ambrogen,Mepracid 40,u
Eslo 20,Piperwell,u
Mupisur,Sybromex,u
Acecof,Silbecor,u
Haruvita,Torval H 320/12.5,u
DARYTH,Cistovent,u
Hematozol 50,Ursodynova 300,u
Amlocare Plus,Saphixime 200,u
Oxamax 500,Acrolim 0.1,u
AMSUL,Saphciferol-2000,u
Symdex-D Forte,Saphmustin,u
Fedpain,Angimet,u
Irbenov-300,Euromycin,u
SPIRE,Zolid Plus,u
Belket,Torval H 320/12.5,u
Plasid,Uriflo-D,u
Saphciferol-2000,Tylin,u
F-ZEEN,Parkimet CR,u
Twinrix Adult,Rifoxane,u
Platikon,Gem Pan 1000,u
Tylin,Goxsime IV,u
Rifoxane,MON-G C,u
Hycortil,Acuvis,u
BRILIPAN-20,Levesaph,u
Fixcure,Hepamedica,u
Apilone,Capeceen,u
Esmazol,Pemtero 500,u
Haruvita,Zitabin-200,u
Xephyra 30,XAMIOL,u
Nervilor 150,Tylin,u
Silgram,Amtacil,u
Atorsaph,Levesaph,u
Goxy Inj,Siderfol,u
Avax,Drexabion,u
Tacroz Forte,Apcee,u
Amlocare Plus,Roxxin,u
Valcef,Taksorbet,u
Ranipen,BRILIPAN-20,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Angimet,u
Zefifarm,Avator,u
Dexplatin,Axbin,u
Flammasul,Neurophrine,u
Benace,Rabaphen,u
Elifer,GOMILLIN 500,u
Ivtig,Xylocare,u
Frenvo,Coxigen-60,u
Xaroban,Decolgen,u
Cefohab,DARYTH,u
Aldic,Gliflomet 1000 + 10,u
Feravin,Omnicure-1,u
Colvan,Simbrinza,u
Transderm-Nitro 5,Ironse,u
ARB,CIFREM,u
HAPI-C + Z,Diabee,u
RegiCee,Xylocare,u
Docxol,Flovidiazine,u
CFX-200,Zobexelle,u
Irbevex 300,Saphmustin,u
Amapine V 5/160,Propravest,u
Gliflomet 500 + 5,Clavxytin,u
Goxsime IV,Atussin,u
Cortef-250,Syngly-4,u
Prazkon,Duphalac,u
Elifer,Varivax,u
Drexabion,Belara,u
Robitussin EX,Zetron,u
Tramicet,Prazobac,u
Voltaren Emulgel 12 Hours,Cefukon-DS,u
Angimet,Elifer,u
Cosimetz,Torval-80,u
XAMIOL,Udcapro,u
Vertisaph-8,Obrex,u
Transderm-Nitro 5,Trenaxin,u
Gliflomet 1000 + 10,GOMILLIN 500,u
Biemefrin,Amlobes,u
Acuvis,ARB,u
AFM,DAPA-5,u
Nulong 10,Triloupe,u
Amikate,Zobexelle,u
Strocit 4 mL,Bactezole,u
Myrevit-B Forte,Medzotam,u
Alsea-E,Amapine V 5/160,u
Avax,Pentaglobin,u
Vomivert,RegiCee,u
Vesogen,Meditrexed-500,u
Ezz-C,Roxime,u
Brexi 0.5,Sinustap,u
Cosopt,Hycortil,u
Clonisaph-Inf,Trimevasc,u
Capeceen,Vesogen,u
Insulyf-30/70 (Biphasic),Vigadexa,u
Diabee,Polyderm 4,u
Monphevin,Pneumocon 13,u
Telfast,Trenaxin,u
Fulzimed,Prazkon,u
Bico-120,Zolvar,u
XAMIOL,Zithrovic,u
Awanay Forte,Xylocare,u
Flucopharm,SUREF,u
Roxime,Mupifer-C,u
Rotoket,Obrex,u
Rifoxane,Polyderm 4,u
Pemtero 500,Ibles,u
Sofenac,Udcapro,u
Obrex,Olangem OD 20,u
Amlobloc Duo,Naphcon-A,u
Polynerv 1000,Roxxin,u
Brexi 0.5,Nazogen,u
Epribenz-10,Twinrix Adult,u
Valcef,Parabufen,u
Khrizcopan 10,Lozamex,u
Emizole,Medifortan-C Plus Zinc,u
Gliflomet 1000 + 10,Endosine,u
Metdazid,Ketroxen,u
Sulbacin 0.75,Qortisol,u
Haruvita,Lozamex,u
Syngly-4,Eopenem,u
Healthcare Paracetamol (For Export Only),Amidozil,u
Silgram,Onecure,u
Multibet Plus,Xylocare,u
Avax,Rabaphen,u
Medwin,Cetirid,u
Glimesaph T4,Olandus ODT 5,u
Moxinova CV,Irbevex 300,u
Extocin,Simbrinza,u
Strocit 4 mL,Cilosol 50,u
Epribenz-10,Engerix B,u
Maalum,Tiradol,u
Brexi 0.5,Vigadexa,u
Cerox,Flucopharm,u
Silgram,Symdex-D Forte,u
Prazobac,Vertisaph-8,u
ARB,Mucoriz,u
Nervilor 150,Geozit,u
Rozuhil-20,Obrex,u
Levesaph,Nature-E,u
Xaroban,CEFTAZIDEN,u
Onecure,Norash,u
Zenkast,GOMILLIN 500,u
Oxamax 500,Ranipen,u
Alozure,Medifortan-C Plus Zinc,u
Indirab,Emepraz-40,u
Neurophrine,Tres,u
XAMIOL,Cilosol 50,u
Belket,Xephyra 30,u
Telminex-80,Folart,u
Naphcon-A,Zobexelle,u
Platikon,Pneumocon 13,u
Vesogen,Sildiaz,u
Risek 40,Duphalac,u
Providol,Epribenz-10,u
Histakon,Unotation,u
Flammasul,Ironse,u
Nature-E,Metdazid,u
Profmax,Hyolax,u
Prozin,Dorzodin Plus,u
Extocin,Belket,u
Rifoxane,Oxalivid 100,u
Medwin,Voltaren Emulgel 12 Hours,u
Esmazol,Simbrinza,u
Moxinova CV,Simbrinza,u
Silbecor,Hepamedica,u
Rifoxane,Aperusvit F,u
Zylura 80,Florvast 80,u
Lovaz,Orfemed,u
Zenkast,Folart,u
Saphmirate-T50,ESSENCEE,u
Gabasaph-300,Cefiden,u
Risek 40,Powermint,u
Vancokin,Transmetil,u
Tylin,Julitam I.V.,u
GOMILLIN 500,Rabaphen,u
Elifer,Olangem OD 20,u
Drexabion,Uriflo-D,u
Mucoriz,Goxsime IV,u
DARYTH,Fendexi,u
Trimevasc,Sitixime,u
Oxamax 500,Hinuron-E,u
Asvimol,Torval-80,u
Twinrix Adult,Anifer,u
Stanis,Torval H 320/12.5,u
Amtacil,Extocin,u
Linesave,Pemtero 500,u
Histakon,Vertisaph-8,u
Sanoxime,Simbrinza,u
HES-130,Beralipids,u
Relzin,Pneumocon 13,u
Regivell,Duphalac,u
Enervon C,Symdex-D Forte,u
DARYTH,Ipracare,u
Normabrain-800,Glocare Plus,u
Dorexcef,Plasid,u
CIFREM,Atorsaph,u
Procee Plus,Exalac,u
Belket,Goxsime IV,u
Apilone,Exalac,u
Naphcon-A,Zitabin-200,u
Plasid,Andros,u
Cefiden,Pregalife,u
Piperwell,Amlocare Plus,u
Gabasyn,Monphevin,u
Ampisulmax,Atropos,u
Hycortil,Saphmustin,u
Milgesic Forte,Muconil,u
Pantopraz IV,CIFREM,u
Elifer,Acuvis,u
Olandus ODT 5,Floxsafe,u
Rondvit Plus C,Platikon,u
Gliflomet 1000 + 10,Esmazol,u
Bico-120,Milgesic Forte,u
Rotoket,Bico-120,u
Nizoled-600,Medicol I-400,u
Livertiale,Tramicet,u
Twinrix Adult,Procee Plus,u
Nizoled-600,Sanoxime,u
Pause 500,Cefukon-DS,u
XOVIRAL,Cosopt,u
Emzart 80,Welzpime 1000,u
Avator,Remicade,u
Zobexelle,Amtacil,u
Flovidiazine,Siderfol,u
Ibles,CEFTAMED,u
Tractoban,Ivtig,u
Kodex,Rifoxane,u
Strocit 4 mL,Urogen,u
CFX-200,HES-130,u
Rotoket,Cortef-250,u
AFM,Plasid,u
Risek 40,Amikate,u
Emizole,Relzin,u
Cerox,ARB,u
Valazyd AM 10/160,Ampic-500,u
Benace,Anifer,u
Gabasaph-300,Dafenac,u
Rabaphen,Sanoxime,u
Zylura 80,Parabufen,u
Dexplatin,Medifortan-C Plus Zinc,u
Powermint,MON-G C,u
Silbecor,Fendexi,u
Omnicure-1,Avax,u
Medicol I-400,Emepraz-40,u
Axbin,Diakon MR,u
Medzotam,Glocare Plus,u
Prasusafe,Livamin,u
Nicaright,Pregalife,u
Telminex-80,Accetaxime,u
Brexi 0.5,Florvast 80,u
Valazyd AM 10/160,Acrolim 0.1,u
Biozart 50,Indirab,u
Oxalivid 100,Folironplex,u
Flammasul,Atropos,u
Medwin,Diabee,u
Flucopharm,Saphmirate-T50,u
Vesogen,Krijenta,u
Sitixime,Portemp,u
Roxime,Valazyd AM 10/160,u
Uriflo-D,Tigilyn,u
Hepamedica,Udcapro,u
Plogrel,Latosil,u
Ketroxen,Saphylline,u
Zeenate,Arcimet,u
Nebstyle 5,Acecof,u
Medicol I-400,Goxsime IV,u
Belara,Plogrel,u
XOVIRAL,Sofenac,u
Maalum,Nazogen,u
SPIRE,Lotadim,u
Emizole,Florvast 80,u
Oxamax 500,Atussin,u
Piorance-15,Milgesic Forte,u
Muconil,Zincsulsaph,u
Telfast,Strocit 4 mL,u
Naabak,Forair 250 DPI,u
Propravest,Histakon,u
Tres,Decolgen,u
Florvast 80,Naabak,u
Vancokin,Mupisur,u
Alozure,Amlobloc Duo,u
Hematozol 50,Awanay Forte,u
Axbin,Forair 250 DPI,u
Cefohab,Zolvar,u
Cavsamir,Epribenz-10,u
Drexabion,Tazidem,u
Axbin,Rifoxane,u
Aziro-500,MON-G C,u
DAPA-5,Endosine,u
Fevaxid DS 250,Ipracare,u
Malapine-10,Symdex-D Forte,u
Tres,Floxsafe,u
Lotrilip,Lexib,u
Sitixime,XOVIRAL,u
Obrex,Cetirid,u
Aperusvit F,Atussin,u
Medzotam,Sanoxime,u
Julitam I.V.,Biozart 50,u
Dilantin,Cefukon-DS,u
Avax,Nervcedil,u
Indirab,RegiCee,u
Dilantin,Sinustap,u
CIFREM,Syngly-4,u
Xaroban,Metacartin,u
SUREF,Coxigen-60,u
Mupifer-C,Pantopraz IV,u
Nazogen,Goxy Inj,u
Valcef,Glyhart,u
Cefohab,Relzin,u
Bluecozone,Olzitec,u
Olzitec,Roxime,u
Polynerv 1000,Amlobes,u
Florvast 80,Accetaxime,u
Procee Plus,Ampic-500,u
Linesave,Apcee,u
Amlobes,Bronchonov,u
Torval H 320/12.5,Neurophrine,u
Aziro-500,Dexplatin,u
Acrolim 0.1,Glyhart,u
Ipracare,Kedar,u
White Flower SR,Genoxiclav,u
Zudicort,Colvan,u
Torval-80,Nebstyle 5,u
Naphcon-A,Kodex,u
Nature-E,Histakon,u
Medicol I-400,Tractoban,u
Fendexi,Malapine-10,u
Lovaz,Capeceen,u
Onecure,Saphciferol-2000,u
Amlobloc Duo,Awanay Forte,u
Pregalife,Huanopril,u
Asterol,Saphmirate-T50,u
Gofuroxime,Hinuron-E,u
Rozuhil-20,Silgram,u
Rozuhil-20,Ammocil,u
Trenaxin,Zithrovic,u
Preven-Z Gold,SPIRE,u
Pantin 40,Lexib,u
Meditrexed-500,Acetaffein,u
Ambrogen,Varivax,u
Gotazo IV,Powermint,u
Tramicet,Rixan 20,u
Nulong 10,Hinuron-E,u
Medicol I-400,Vigadexa,u
Eopenem,Cavsamir,u
Xafariv 15,Aperusvit F,u
Drexabion,Ambrogen,u
Awanay Forte,Myrevit-B Forte,u
Hepamedica,Aperusvit F,u
Zantol,Tacroz Forte,u
Zobexelle,Lotrilip,u
Regivell,Torval H 320/12.5,u
Olzitec,Forair 250 DPI,u
Prazkon,Voriz,u
Gastrosaph,Ipracare,u
Xet 20,Nulong 10,u
Complivit Plus,Dorzodin Plus,u
Alozure,Nebstyle 5,u
Acuvis,Exalac,u
Providol,CEFTAZIDEN,u
Milgesic Forte,Udcapro,u
Maxi-Peel Solution No. 4,Zitabin-200,u
White Flower SR,Dilantin,u
Multibet Plus,ESSENCEE,u
Arcimet,DARYTH,u
Ironse,Procee Plus,u
Nulong 10,Zeenate,u
Hematozol 50,Ekosart,u
Amikate,Providol,u
Cistovent,Carbastal,u
Fixcure,Muskelax,u
Tres,Stanis,u
Geozit,DIPP-4 PLUS,u
Gabasyn,Dafenac,u
Cordizar,Gliflomet 500 + 5,u
Zobexelle,Ivtig,u
Qortisol,Avator,u
Prebamin 150,Acetaffein,u
Siderfol,Taksorbet,u
Martham,Biozart 50,u
Pemtero 500,Valazyd AM 10/160,u
XAMIOL,Prazkon,u
Epribenz-10,Hematozol 50,u
Kodex,Cerox,u
Avax,Khrizcopan 10,u
Pneumocon 13,Zefifarm,u
Meditrexed-500,Prasusafe,u
Olzitec,Propravest,u
Diquas-S,Ampisulmax,u
Prebamin 150,Geobactam-1.5,u
Folironplex,Qortisol,u
Irbenov-300,Portemp,u
Forair 250 DPI,Zobexelle,u
Eye Glo Relief,Mentra 10,u
Olandus ODT 5,Xaroban,u
Saphmustin,Docxol,u
Atorsaph,Bico-120,u
Depamax,Syngly-4,u
Histacort,RegiCee,u
Anifer,Carbastal,u
Decolgen,Profmax,u
Josilvite,Multibet Plus,u
Nutri-Aid,Mentra 10,u
Plogrel,Maxitron,u
Cefitrene 100,RegiCee,u
Sybromex,Omnicure-1,u
Muconil,Irbevex 300,u
Providol,Geobactam-1.5,u
Sofenac,Rondvit Plus C,u
Histacort,Emzart 80,u
Acecof,ESSENCEE,u
Saphmirate-T50,Brexi 0.5,u
Histakon,Kingfloxin,u
Kedar,Valcef,u
Zetron,Kedar,u
Rotoket,Linesave,u
Ezz-C,Genoxiclav,u
Flazole,Acecof,u
Voriz,Sybromex,u
Aperusvit F,Robitussin EX,u
Oxamax 500,Alsea-E,u
J-Tinib,Sinustap,u
Essenscents,Acetyphil,u
Urogen,Amikate,u
Myrevit-B Forte,Nutri-Aid,u
Clavaxie 312.5 DT,AMSUL,u
Zetron,Cefiden,u
Mepracid 40,Endosine,u
XOVIRAL,Flucopharm,u
Voriz,Linesave,u
Profmax,Muconil,u
Telminex-80,Frenvo,u
Rondvit Plus C,Histakon,u
Angimet,Prixanep-500,u
Ammocil,Portemp,u
G-PRAZ,White Flower SR,u
Flucopharm,Olzitec,u
Pranol,Zeenate,u
Depamax,Ambrogen,u
Zylura 80,GOMILLIN 500,u
Telminex-80,Pranol,u
Voricoz,Zolid Plus,u
Geobactam-1.5,Pause 500,u
Bacracil,Saphixime 200,u
Prebamin 150,Erlocip 150,u
Monphevin,Nervcedil,u
Julitam I.V.,Lotadim,u
Nervcedil,Rondvit Plus C,u
Rifoxane,Zantol,u
Zitabin-200,Prasusafe,u
Triloupe,Oxamax 500,u
CFX-200,Trimevasc,u
Transderm-Nitro 5,Maxitron,u
Talafil,Preven-Z Gold,u
Medifortan-C Plus Zinc,Cosopt,u
Bico-120,Diflu,u
MON-G C,Ambrogen,u
Torval H 320/12.5,Amlobes,u
Xylocare,Simbrinza,u
Astrofen,Maalum,u
Exalac,Taksorbet,u
Plasid,Cortef-250,u
Eslo 20,Remicade,u
Josilvite,Pneumocon 13,u
Lozamex,Torval-80,u
Pentaglobin,Mupisur,u
Haruvita,Cefolic,u
Dorzodin Plus,Olangem OD 20,u
Atorsaph,Preven-Z Gold,u
Levesaph,Ampisulmax,u
Maxitron,Latosil,u
Strocit 4 mL,Avator,u
Uriflo-D,Twinrix Adult,u
Silbecor,Gabasyn,u
Norash,Nizoled-600,u
Uriflo-D,Piperwell,u
Irebevex 150,Glyhart,u
Forair 250 DPI,Torval-80,u
HES-130,Amapine V 5/160,u
Parabufen,Sitixime,u
Atussin,Prasusafe,u
Angimet,HAPI-C + Z,u
Oxamax 500,Amlocare Plus,u
Amapine V 5/160,Roxime,u
Amidozil,Rondvit Plus C,u
Urogen,Pantin 40,u
Propravest,Nizoled-600,u
Plogrel,Platikon,u
Amlobes,Zolvar,u
Stanis,Metacartin,u
Amlobes,Polyderm 4,u
Rotoket,Zithrovic,u
Erlocip 150,AMSUL,u
RegiCee,BRILIPAN-20,u
Fevaxid DS 250,EC-Vit,u
Obrex,Gliflomet 1000 + 10,u
Prixanep-500,Awanay Forte,u
Kodex,Essenscents,u
Hepses,Ranipen,u
Dafenac,Irebevex 150,u
Saphixime 200,Aziro-500,u
Gabasyn,MON-G C,u
Oxalivid 100,Urogen,u
Gabasaph-300,Myrevit-B Forte,u
Tacroz Forte,Syngly-4,u
Dorexcef,Saver Select,u
Omnicure-1,Vomivert,u
Asvent,Plogrel,u
Tazidem,Fevaxid DS 250,u
Maxitron,Hycortil,u
Hepamedica,Oxalivid 100,u
Sulbacin 0.75,Amlobes,u
Zefifarm,Cefolic,u
Vesogen,Asterol,u
Dorzodin Plus,Tacroz Forte,u
Drexabion,Gabasyn,u
Lotadim,Emizole,u
Cefohab,Colvan,u
Latosil,Amlobloc Duo,u
Ketodix,Emzart 80,u
Asvimol,Normabrain-800,u
Asvimol,Paraflu,u
Khrizcopan 10,Acrolim 0.1,u
Alsea-E,Malapine-10,u
Linesave,Geozit,u
SPIRE,Axbin,u
Alozure,Unotation,u
Zefifarm,Mupifer-C,u
Tractoban,Diquas-S,u
Oxamax 500,Cefiden,u
Prebamin 150,Carbastal,u
Vertisaph-8,Rozuhil-20,u
Zolid Plus,Zetron,u
Atropos,Cefiden,u
Cefukon-DS,Gotazo IV,u
Thiosol,Udcapro,u
Gotazo IV,Simbrinza,u
Lotrilip,Glocare Plus,u
Vomivert,Welzpime 1000,u
CEFTAZIDEN,Linesave,u
Ampisulmax,Sanoxime,u
Engerix B,Cerox,u
Torval-80,Biemefrin,u
Cortef-250,Capeceen,u
Thiosol,Muskelax,u
Ketomitab,Varivax,u
Triloupe,Xafariv 15,u
Hepses,Sybromex,u
Maxitron,Ammocil,u
Arcimet,Thiosol,u
Feravin,Tiradol,u
Engerix B,AFM,u
Rondvit Plus C,Zetron,u
Piorance-15,Atorsaph,u
Sildiaz,Asterol,u
Ranipen,Ketroxen,u
CIFREM,Insulyf-30/70 (Biphasic),u
Voriz,Benace,u
Saphixime 200,Gem Pan 1000,u
Geozit,Qortisol,u
Biozart 50,Nulong 10,u
Emepraz-40,Naphcon-A,u
Prixanep-500,Drexabion,u
Forair 250 DPI,Zudicort,u
Symdex-D Forte,Nervcedil,u
Medifortan-C Plus Zinc,Portemp,u
Roxime,Ammocil,u
Fulzimed,Hycortil,u
Histakon,Cefukon-DS,u
Asvimol,Xet 20,u
Histacort,CEFTAMED,u
Atussin,Rixan 20,u
Mepracid 40,Folart,u
Diclonac,Dimetapp DM Cold and Cough Elixir (Colour Free),u
Xet 20,Zincsulsaph,u
Obrex,Depamax,u
Pio-Source,Moxinova CV,u
Ecolide,Josilvite,u
Latosil,Strocit 4 mL,u
Pio-Source,Metacartin,u
Angimet,Tiradol,u
Paraflu,Tramicet,u
Myrevit-B Forte,Hyolax,u
Pause 500,Olandus ODT 5,u
Essenscents,Astrofen,u
Zolid Plus,Saphmustin,u
Torval H 320/12.5,Amlocare Plus,u
Asterol,Pentaglobin,u
Zincsulsaph,Sulbacin 0.75,u
Silbecor,Astrofen,u
Eracef-S,Nervcedil,u
Vertisaph-8,Parkimet CR,u
Saphixime 200,Atropos,u
Linesave,Prazkon,u
Hematozol 50,Arcimet,u
Gabasaph-300,Linesave,u
Amlocare Plus,Hyolax,u
ESSENCEE,Belket,u
SUREF,Moxinova CV,u
Clavaxie 312.5 DT,Enervon C,u
Gofuroxime,Brexi 0.5,u
Amapine V 5/160,Ecolide,u
Docxol,Olandus ODT 5,u
Erlocip 150,OTOFLOX,u
Xet 20,Epribenz-10,u
Transderm-Nitro 5,Euroxime,u
Neurophrine,Zudicort,u
Saphylline,G-PRAZ,u
AMSUL,Fixcure,u
Gabasyn,CEFTAMED,u
Clavaxie 312.5 DT,Cerin-250,u
Triloupe,Euroxime,u
Gliflomet 1000 + 10,Goxy Inj,u
Josilvite,Maxi-Peel Solution No. 4,u
Bacracil,Zobexelle,u
Nulong 10,Huanopril,u
Xet 20,CIFREM,u
Zantol,Ceftris,u
Neo-Synalar 10,Alsea-E,u
Tazidem,Cosopt,u
Atropos,Elifer,u
Saphixime 200,Flazole,u
Omnicure-1,OTOFLOX,u
Giran-16,Saphylline,u
Transmetil,Preven-Z Gold,u
Ecolide,Fixcure,u
Xylocare,Amlocare Plus,u
Colvan,Alsea-E,u
Platikon,CIFREM,u
Feona FZ,Tylin,u
Rabaphen,GOMILLIN 500,u
Hematozol 50,Aziro-500,u
Ekosart,Nizoled-600,u
Propravest,Cosopt,u
DAPA-5,Irbenov-300,u
Lexib,Tramicet,u
Pranol,Amtacil,u
Bico-120,Tigilyn,u
Clopres,Polyderm 4,u
Cerox,Epribenz-10,u
Bactezole,Lotrilip,u
Prazkon,Cerin-250,u
Nizoled-600,Saphixime 200,u
Triloupe,Emizole,u
Monphevin,Zudicort,u
Meditrexed-500,Amtacil,u
Strocit 4 mL,Docxol,u
Luzinc,Khrizcopan 10,u
Luzinc,Bacracil,u
Drenex,Obrex,u
Awanay Forte,Prasusafe,u
Saphixime 200,Avator,u
Florvast 80,Amlobloc Duo,u
Cefukon-DS,Plasid,u
Valazyd AM 10/160,Haruvita,u
Prozin,Tractoban,u
ESSENCEE,Gabasaph-300,u
Piorance-15,Fixcure,u
Atussin,Emepraz-40,u
Julitam I.V.,Vigadexa,u
Prazkon,Pemtero 500,u
Plogrel,Eslo 20,u
Polyderm 4,Clonisaph-Inf,u
Valazyd AM 10/160,Dilantin,u
Complivit Plus,Dexplatin,u
Dorexcef,Docxol,u
Zyrova 20,Rixan 20,u
Tylin,Kingfloxin,u
Angimet,Lexib,u
Bico-120,Aziro-500,u
Pantopraz IV,Acetaffein,u
Udcapro,Tiradol,u
Trenaxin,Glyhart,u
Polynerv 1000,Parabufen,u
Acetaffein,Vesogen,u
Emepraz-40,Ammocil,u
Lexib,Dafenac,u
Acrolim 0.1,Dafenac,u
Kedar,Mepracid 40,u
Cerin-250,Aperusvit F,u
Monphevin,Parkimet CR,u
Portemp,Genoxiclav,u
Kodex,Sofenac,u
Arcimet,Propravest,u
Talafil,Klomif,u
Axbin,Coxigen-60,u
Cetirid,Procee Plus,u
Oxalivid 100,Flazole,u
Feona FZ,Piorance-15,u
Telminex-80,HAPI-C + Z,u
Nature-E,Aperusvit F,u
Fedpain,Drexabion,u
Geozit,Colvan,u
Metdazid,Accetaxime,u
Meditrexed-500,Diakon MR,u
Zerone-Sul,Maxi-Peel Solution No. 4,u
Alsea-E,Trenaxin,u
Cefiden,Indirab,u
Belket,Olzitec,u
Bronchilax,AFM,u
Kingfloxin,CFX-200,u
Sulbacin 0.75,Folart,u
Thiosol,Atussin,u
Huanopril,Astrofen,u
Medicol I-400,Simbrinza,u
Aldic,Saphciferol-2000,u
Zefifarm,Zetron,u
EC-Vit,Neo-Synalar 10,u
Diflu,Lotrilip,u
Nervilor 150,Unotation,u
Procee Plus,Asvent,u
ESSENCEE,Feona FZ,u
Flucopharm,Olangem OD 20,u
Telminex-80,Engerix B,u
Zerone-Sul,Josilvite,u
CFX-200,Astrofen,u
Amapine V 5/160,Lotadim,u
Mupifer-C,Zylura 80,u
Robitussin EX,Cosimetz,u
Tylin,Qortisol,u
Ipracare,Sinustap,u
Mupisur,Profmax,u
CIFREM,Indirab,u
Frenvo,Elifer,u
Vomivert,Lovaz,u
Udcapro,Amidozil,u
Lozamex,Silgram,u
Varivax,Piorance-15,u
Pantopraz IV,Ivtig,u
Geozit,Orfemed,u
Amidozil,Emizole,u
Amtacil,Aldic,u
Powermint,Glyhart,u
Biemefrin,Arcimet,u
RegiCee,Ambrogen,u
Fixcure,HES-130,u
Zudicort,Dilantin,u
Nazogen,Trimevasc,u
AMSUL,Saphmirate-T50,u
Parkimet CR,Avator,u
Polynerv 1000,Vertisaph-8,u
Roxime,Muskelax,u
F-ZEEN,Linesave,u
Emepraz-40,Emizole,u
MON-G C,Thiosol,u
Gliflomet 500 + 5,Mucolyptus,u
Ammocil,RegiCee,u
Thiosol,Syngly-4,u
Irbenov-300,Silbecor,u
Cefukon-DS,Lox,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Olangem OD 20,u
Complivit Plus,Olandus ODT 5,u
Saphciferol-2000,Clavaxie 312.5 DT,u
Atorsaph,Pio-Source,u
Valcef,CEFTAMED,u
Rabaphen,Platikon,u
Zeenate,Bronchilax,u
Parkimet CR,Voltaren Emulgel 12 Hours,u
Eracef-S,Livertiale,u
Apilone,Healthcare Paracetamol (For Export Only),u
Tractoban,Emepraz-40,u
Preven-Z Gold,Lovaz,u
Prebamin 150,Bacracil,u
Clofina,Piperwell,u
Powermint,Feravin,u
Remicade,OTOFLOX,u
Sitixime,Cefiden,u
Rondvit Plus C,Ceftris,u
Providol,Moxinova CV,u
Geozit,Cavsamir,u
Xafariv 15,Welzpime 1000,u
Malapine-10,Sildiaz,u
Khrizcopan 10,Esmazol,u
Rabaphen,Belara,u
Tigilyn,GOMILLIN 500,u
OTOFLOX,Beralipids,u
Engerix B,Drexabion,u
Zyrova 20,Gompsul 750,u
Acetyphil,Zenkast,u
Neurophrine,Zetron,u
Welzpime 1000,Genoxiclav,u
Frenvo,Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),u
Endosine,Engerix B,u
Fedpain,Torval-80,u
Prebamin 150,EC-Vit,u
Decolgen,Sitixime,u
Enervon C,Livertiale,u
Flovidiazine,Olzitec,u
Tylin,Glyhart,u
Ammocil,Amidozil,u
Tractoban,Indirab,u
Folart,Enervon C,u
Maxitron,Oxamax 500,u
Euroxime,Naphcon-A,u
Flucopharm,Orfemed,u
Aperusvit F,Nulong 10,u
Metacartin,XOVIRAL,u
Tramicet,Pemtero 500,u
Josilvite,Vertisaph-8,u
Gliflomet 500 + 5,CEFTAMED,u
Diakon MR,Zitabin-200,u
Vigadexa,Tramicet,u
Atropos,Glimesaph T4,u
Histakon,Eye Glo Relief,u
Genoxiclav,Saphylline,u
Multibet Plus,Esmazol,u
Kodex,Clavxytin,u
Diakon MR,Clavaxie 312.5 DT,u
Nature-E,Atropos,u
Prasusafe,Extocin,u
BRILIPAN-20,Monphevin,u
Zyrova 20,Engerix B,u
Valcef,Xet 20,u
Maxitron,Krijenta,u
Hinuron-E,Engerix B,u
Clavxytin,Vesogen,u
Nebstyle 5,Zithrovic,u
Flovidiazine,Lotadim,u
Clavaxie 312.5 DT,Trimevasc,u
Tylin,ESSENCEE,u
Decolgen,Cefitrene 100,u
Zefifarm,Diclonac,u
Pregalife,Amidozil,u
Amlobloc Duo,Epribenz-10,u
Cefukon-DS,Luzinc,u
Piperwell,Udcapro,u
Tazidem,Ketroxen,u
Khrizcopan 10,Maxi-Peel Solution No. 4,u
Vertisaph-8,Sanoxime,u
Aperusvit F,Tazidem,u
Cefukon-DS,Unotation,u
Flammasul,Uriflo-D,u
Taksorbet,Bluecozone,u
Rifoxane,Pantin 40,u
Brexi 0.5,Lotadim,u
Zitabin-200,Anplat,u
Erlocip 150,Zylura 80,u
RegiCee,Aziro-500,u
Esmazol,Glimesaph T4,u
Vesogen,Duphalac,u
Flucopharm,Gabasyn,u
Multibet Plus,J-Tinib,u
Moxinova CV,Stanis,u
Bluecozone,Tres,u
Carbastal,Cefitrene 100,u
Ironse,Gofuroxime,u
Piorance-15,Saphciferol-2000,u
Trimevasc,Zetron,u
Platikon,Valazyd AM 10/160,u
Glocare Plus,Levesaph,u
Nebstyle 5,Regivell,u
Axbin,Tylin,u
Telday H 80/12.5,Floxsafe,u
Propravest,Ampic-500,u
Zolid Plus,Saphciferol-2000,u
Urogen,DIPP-4 PLUS,u
